Time/s,Azimuth/deg,Zenith/deg
189490,335.43,93.0526
189491,336.76,94.1225
189492,338.1,95.2268
189493,332.78,91.968
189494,334.08,93.0422
189495,335.4,94.1494
189496,336.73,95.292
189497,331.45,91.9219
189498,332.74,93.032
189499,334.04,94.176
189500,335.36,95.3564
189501,330.13,91.8767
189502,331.4,93.022
189503,332.68,94.2022
189504,333.98,95.4198
189505,328.8,91.8322
189506,330.06,93.0123
189507,331.32,94.2281
189508,332.6,95.4824
189509,327.48,91.7886
189510,328.71,93.0028
189511,329.96,94.2536
189512,331.23,95.544
189513,326.16,91.7459
189514,327.37,92.9935
189515,328.6,94.2787
189516,329.85,95.6045
189517,324.83,91.704
189518,326.03,92.9845
189519,327.24,94.3035
189520,328.47,95.6641
189521,323.51,91.6631
189522,324.69,92.9758
189523,325.88,94.3278
189524,327.09,95.7226
189525,322.19,91.6231
189526,323.35,92.9674
189527,324.52,94.3518
189528,325.71,95.7801
189529,320.87,91.5841
189530,322.01,92.9593
189531,323.16,94.3754
189532,324.33,95.8364
189533,319.55,91.5461
189534,320.67,92.9514
189535,321.8,94.3986
189536,322.94,95.8916
189537,318.23,91.509
189538,319.33,92.9438
189539,320.44,94.4213
189540,321.56,95.9457
189541,316.92,91.4731
189542,317.99,92.9366
189543,319.07,94.4436
189544,320.17,95.9986
189545,315.6,91.4381
189546,316.65,92.9297
189547,317.71,94.4655
189548,318.79,96.0503
189549,314.29,91.4043
189550,315.31,92.9231
189551,316.35,94.4869
189552,317.4,96.1007
189553,312.97,91.3715
189554,313.97,92.9168
189555,314.98,94.5079
189556,316.01,96.1499
189557,311.66,91.3399
189558,312.63,92.9109
189559,313.62,94.5284
189560,314.63,96.1978
189561,310.35,91.3093
189562,311.29,92.9053
189563,312.26,94.5485
189564,313.24,96.2445
189565,309.03,91.28
189566,309.96,92.9
189567,310.89,94.5681
189568,311.85,96.2898
189569,307.72,91.2518
189570,308.62,92.8951
189571,309.53,94.5872
189572,310.46,96.3337
189573,306.41,91.2248
189574,307.28,92.8906
189575,308.16,94.6058
189576,309.06,96.3763
189577,305.1,91.199
189578,305.94,92.8864
189579,306.8,94.6239
189580,307.67,96.4175
189581,303.79,91.1744
189582,304.6,92.8827
189583,305.43,94.6415
189584,306.28,96.4573
189585,302.48,91.151
189586,303.27,92.8793
189587,304.07,94.6586
189588,304.88,96.4957
189589,301.17,91.1289
189590,301.93,92.8762
189591,302.7,94.6752
189592,303.49,96.5327
189593,299.87,91.1081
189594,300.59,92.8736
189595,301.34,94.6913
189596,302.1,96.5681
189597,298.56,91.0885
189598,299.26,92.8714
189599,299.97,94.7069
189600,300.7,96.6022
189601,297.25,91.0702
189602,297.92,92.8695
189603,298.6,94.7219
189604,299.3,96.6347
189605,295.95,91.0533
189606,296.58,92.8681
189607,297.24,94.7364
189608,297.91,96.6657
189609,294.64,91.0376
189610,295.25,92.867
189611,295.87,94.7504
189612,296.51,96.6952
189613,293.34,91.0233
189614,293.91,92.8664
189615,294.5,94.7639
189616,295.11,96.7232
189617,292.03,91.0103
189618,292.58,92.8662
189619,293.14,94.7768
189620,293.71,96.7497
189621,290.73,90.99864
189622,291.24,92.8664
189623,291.77,94.7891
189624,292.31,96.7746
189625,289.42,90.98834
189626,289.91,92.867
189627,290.4,94.8009
189628,290.91,96.7979
189629,288.12,90.9794
189630,288.57,92.8681
189631,289.03,94.8122
189632,289.51,96.8197
189633,286.82,90.97184
189634,287.24,92.8695
189635,287.67,94.8229
189636,288.11,96.8398
189637,285.52,90.96565
189638,285.9,92.8714
189639,286.3,94.833
189640,286.71,96.8584
189641,284.21,90.96084
189642,284.57,92.8738
189643,284.93,94.8426
189644,285.31,96.8754
189645,282.91,90.95743
189646,283.23,92.8765
189647,283.56,94.8516
189648,283.91,96.8908
189649,281.61,90.9554
189650,281.9,92.8797
189651,282.19,94.8601
189652,282.51,96.9046
189653,280.31,90.95478
189654,280.56,92.8834
189655,280.83,94.868
189656,281.11,96.9167
189657,279,90.95555
189658,279.23,92.8874
189659,279.46,94.8753
189660,279.7,96.9273
189661,277.7,90.95773
189662,277.89,92.8919
189663,278.09,94.8821
189664,278.3,96.9362
189665,276.4,90.96131
189666,276.56,92.8969
189667,276.72,94.8883
189668,276.9,96.9435
189669,275.1,90.96631
189670,275.22,92.9022
189671,275.35,94.8939
189672,275.5,96.9492
189673,273.8,90.97271
189674,273.89,92.9081
189675,273.98,94.8989
189676,274.1,96.9533
189677,272.5,90.98051
189678,272.55,92.9143
189679,272.62,94.9034
189680,272.69,96.9557
189681,271.2,90.98973
189682,271.22,92.921
189683,271.25,94.9073
189684,271.29,96.9566
189685,269.9,91.0004
189686,269.88,92.9281
189687,269.88,94.9107
189688,269.89,96.9558
189689,268.59,91.0124
189690,268.55,92.9357
189691,268.51,94.9135
189692,268.48,96.9533
189693,267.29,91.0258
189694,267.21,92.9437
189695,267.14,94.9157
189696,267.08,96.9493
189697,265.99,91.0406
189698,265.88,92.9521
189699,265.77,94.9173
189700,265.68,96.9437
189701,264.69,91.0568
189702,264.54,92.961
189703,264.4,94.9184
189704,264.28,96.9365
189705,263.39,91.0744
189706,263.21,92.9703
189707,263.04,94.919
189708,262.87,96.9277
189709,262.09,91.0934
189710,261.87,92.98
189711,261.67,94.9189
189712,261.47,96.9173
189713,260.78,91.1138
189714,260.54,92.9901
189715,260.3,94.9183
189716,260.07,96.9053
189717,259.48,91.1355
189718,259.2,93.0007
189719,258.93,94.9172
189720,258.67,96.8917
189721,258.18,91.1586
189722,257.87,93.0117
189723,257.56,94.9155
189724,257.27,96.8766
189725,256.88,91.1831
189726,256.53,93.0231
189727,256.19,94.9133
189728,255.86,96.86
189729,255.57,91.2089
189730,255.2,93.0349
189731,254.83,94.9105
189732,254.46,96.8418
189733,254.27,91.236
189734,253.86,93.0471
189735,253.46,94.9072
189736,253.06,96.8221
189737,252.97,91.2645
189738,252.53,93.0598
189739,252.09,94.9033
189740,251.66,96.8009
189741,251.66,91.2942
189742,251.19,93.0728
189743,250.72,94.899
189744,250.26,96.7782
189745,250.36,91.3253
189746,249.85,93.0862
189747,249.36,94.894
189748,248.86,96.754
189749,249.05,91.3576
189750,248.52,93.1001
189751,247.99,94.8886
189752,247.46,96.7284
189753,247.75,91.3913
189754,247.18,93.1143
189755,246.62,94.8827
189756,246.06,96.7013
189757,246.44,91.4262
189758,245.85,93.1289
189759,245.25,94.8762
189760,244.67,96.6728
189761,245.14,91.4623
189762,244.51,93.1439
189763,243.89,94.8692
189764,243.27,96.6429
189765,243.83,91.4997
189766,243.17,93.1592
189767,242.52,94.8618
189768,241.87,96.6116
189769,242.52,91.5383
189770,241.83,93.175
189771,241.15,94.8538
189772,240.47,96.5789
189773,241.21,91.5781
189774,240.5,93.1911
189775,239.79,94.8454
189776,239.08,96.5448
189777,239.9,91.619
189778,239.16,93.2075
189779,238.42,94.8364
189780,237.68,96.5095
189781,238.59,91.6612
189782,237.82,93.2243
189783,237.05,94.827
189784,236.29,96.4728
189785,237.28,91.7045
189786,236.48,93.2414
189787,235.69,94.8172
189788,234.89,96.4348
189789,235.97,91.7489
189790,235.15,93.2589
189791,234.32,94.8068
189792,233.5,96.3956
189793,234.66,91.7944
189794,233.81,93.2767
189795,232.96,94.796
189796,232.11,96.3551
189797,233.35,91.8411
189798,232.47,93.2949
189799,231.59,94.7848
189800,230.71,96.3134
189801,232.04,91.8888
189802,231.13,93.3133
189803,230.23,94.7731
189804,229.32,96.2705
189805,230.72,91.9375
189806,229.79,93.3321
189807,228.86,94.761
189808,227.93,96.2265
189809,229.41,91.9873
189810,228.45,93.3511
189811,227.5,94.7485
189812,226.54,96.1813
189813,228.09,92.038
189814,227.11,93.3705
189815,226.13,94.7355
189816,225.15,96.135
189817,226.78,92.0898
189818,225.77,93.3901
189819,224.77,94.7221
189820,223.77,96.0876
189821,225.46,92.1425
189822,224.43,93.41
189823,223.4,94.7084
189824,222.38,96.0391
189825,224.14,92.1962
189826,223.09,93.4302
189827,222.04,94.6942
189828,220.99,95.9896
189829,222.82,92.2507
189830,221.75,93.4507
189831,220.68,94.6797
189832,219.61,95.9391
189833,221.5,92.3062
189834,220.41,93.4714
189835,219.32,94.6648
189836,218.22,95.8876
189837,220.18,92.3625
189838,219.07,93.4923
189839,217.95,94.6496
189840,216.84,95.8352
189841,218.86,92.4196
189842,217.73,93.5135
189843,216.59,94.6339
189844,215.45,95.7818
189845,217.54,92.4776
189846,216.38,93.5349
189847,215.23,94.618
189848,214.07,95.7275
189849,216.22,92.5363
189850,215.04,93.5565
189851,213.87,94.6017
189852,212.69,95.6724
189853,214.89,92.5958
189854,213.7,93.5783
189855,212.51,94.5851
189856,211.31,95.6165
189857,213.57,92.6561
189858,212.36,93.6004
189859,211.15,94.5681
189860,209.93,95.5598
189861,212.24,92.717
189862,211.01,93.6226
189863,209.78,94.5509
189864,208.56,95.5023
189865,210.91,92.7786
189866,209.67,93.645
189867,208.42,94.5334
189868,207.18,95.444
189869,209.59,92.8408
189870,208.33,93.6675
189871,207.06,94.5155
189872,205.8,95.3851
189873,208.26,92.9037
189874,206.98,93.6902
189875,205.7,94.4974
189876,204.43,95.3254
189877,206.93,92.9672
189878,205.64,93.7131
189879,204.35,94.4791
189880,203.05,95.2652
189881,205.59,93.0312
189882,204.29,93.7361
189883,202.99,94.4605
189884,201.68,95.2043
189885,204.26,93.0957
189886,202.95,93.7592
189887,201.63,94.4416
189888,200.31,95.1429
189889,202.93,93.1607
189890,201.6,93.7824
189891,200.27,94.4225
189892,198.94,95.0809
189893,201.59,93.2262
189894,200.25,93.8058
189895,198.91,94.4032
189896,197.57,95.0184
189897,200.26,93.2921
189898,198.91,93.8292
189899,197.55,94.3837
189900,196.2,94.9554
189901,198.92,93.3584
189902,197.56,93.8527
189903,196.2,94.364
189904,194.84,94.892
189905,197.58,93.4251
189906,196.21,93.8763
189907,194.84,94.3441
189908,193.47,94.8282
189909,196.24,93.4921
189910,194.86,93.9
189911,193.48,94.324
189912,192.11,94.764
189913,194.9,93.5595
189914,193.52,93.9237
189915,192.13,94.3038
189916,190.74,94.6995
189917,193.56,93.6271
189918,192.17,93.9475
189919,190.77,94.2834
189920,189.38,94.6346
189921,192.22,93.6949
189922,190.82,93.9712
189923,189.42,94.2628
189924,188.02,94.5695
189925,190.87,93.7629
189926,189.47,93.995
189927,188.06,94.2422
189928,186.66,94.5042
189929,189.53,93.8312
189930,188.12,94.0188
189931,186.71,94.2214
189932,185.3,94.4386
189933,188.18,93.8995
189934,186.77,94.0426
189935,185.35,94.2005
189936,183.94,94.3729
189937,186.84,93.968
189938,185.42,94.0664
189939,184,94.1795
189940,182.59,94.307
189941,185.49,94.0366
189942,184.07,94.0902
189943,182.65,94.1584
189944,181.23,94.2411
189945,184.14,94.1051
189946,182.72,94.1139
189947,181.3,94.1372
189948,179.88,94.175
189949,182.79,94.1737
189950,181.36,94.1376
189951,179.94,94.116
189952,178.52,94.1089
189953,181.43,94.2423
189954,180.01,94.1612
189955,178.59,94.0947
189956,177.17,94.0429
189957,180.08,94.3108
189958,178.66,94.1847
189959,177.24,94.0734
189960,175.82,93.9768
189961,178.73,94.3792
189962,177.31,94.2082
189963,175.89,94.052
189964,174.47,93.9108
189965,177.37,94.4475
189966,175.95,94.2315
189967,174.54,94.0307
189968,173.12,93.845
189969,176.01,94.5156
189970,174.6,94.2548
189971,173.19,94.0093
189972,171.78,93.7792
189973,174.66,94.5835
189974,173.25,94.2779
189975,171.84,93.9879
189976,170.43,93.7136
189977,173.3,94.6512
189978,171.89,94.3009
189979,170.49,93.9666
189980,169.08,93.6482
189981,171.94,94.7186
189982,170.54,94.3238
189983,169.14,93.9452
189984,167.74,93.5831
189985,170.58,94.7858
189986,169.18,94.3465
189987,167.79,93.9239
189988,166.4,93.5182
189989,169.21,94.8525
189990,167.83,94.369
189991,166.44,93.9027
189992,165.06,93.4536
189993,167.85,94.919
189994,166.47,94.3914
189995,165.09,93.8815
189996,163.72,93.3893
189997,166.48,94.985
189998,165.11,94.4136
189999,163.74,93.8604
190000,162.38,93.3254
190001,165.12,95.0506
190002,163.76,94.4355
190003,162.4,93.8393
190004,161.04,93.2619
190005,163.75,95.1157
190006,162.4,94.4573
190007,161.05,93.8184
190008,159.7,93.1988
190009,162.38,95.1803
190010,161.04,94.4789
190011,159.7,93.7976
190012,158.37,93.1362
190013,161.01,95.2443
190014,159.68,94.5002
190015,158.36,93.7768
190016,157.03,93.074
190017,159.64,95.3078
190018,158.33,94.5213
190019,157.01,93.7562
190020,155.7,93.0124
190021,158.27,95.3707
190022,156.97,94.5421
190023,155.67,93.7357
190024,154.37,92.9513
190025,156.9,95.433
190026,155.61,94.5627
190027,154.32,93.7154
190028,153.04,92.8908
190029,155.52,95.4946
190030,154.25,94.583
190031,152.98,93.6953
190032,151.71,92.8308
190033,154.15,95.5555
190034,152.89,94.603
190035,151.63,93.6752
190036,150.38,92.7716
190037,152.77,95.6156
190038,151.53,94.6228
190039,150.29,93.6554
190040,149.05,92.713
190041,151.4,95.675
190042,150.17,94.6422
190043,148.94,93.6358
190044,147.72,92.655
190045,150.02,95.7336
190046,148.81,94.6613
190047,147.6,93.6163
190048,146.39,92.5978
190049,148.64,95.7914
190050,147.45,94.6801
190051,146.26,93.5971
190052,145.07,92.5414
190053,147.26,95.8483
190054,146.08,94.6985
190055,144.91,93.578
190056,143.75,92.4857
190057,145.88,95.9043
190058,144.72,94.7166
190059,143.57,93.5592
190060,142.42,92.4308
190061,144.5,95.9595
190062,143.36,94.7344
190063,142.23,93.5406
190064,141.1,92.3768
190065,143.11,96.0136
190066,142,94.7518
190067,140.89,93.5223
190068,139.78,92.3235
190069,141.73,96.0668
190070,140.64,94.7688
190071,139.55,93.5042
190072,138.46,92.2712
190073,140.34,96.119
190074,139.27,94.7855
190075,138.2,93.4864
190076,137.14,92.2198
190077,138.96,96.1701
190078,137.91,94.8017
190079,136.86,93.4688
190080,135.82,92.1693
190081,137.57,96.2202
190082,136.55,94.8176
190083,135.52,93.4515
190084,134.5,92.1198
190085,136.18,96.2692
190086,135.18,94.833
190087,134.18,93.4345
190088,133.18,92.0712
190089,134.8,96.3171
190090,133.82,94.8481
190091,132.84,93.4178
190092,131.87,92.0236
190093,133.41,96.3638
190094,132.45,94.8627
190095,131.5,93.4014
190096,130.55,91.9771
190097,132.02,96.4094
190098,131.09,94.8769
190099,130.16,93.3853
190100,129.24,91.9316
190101,130.63,96.4537
190102,129.72,94.8906
190103,128.82,93.3695
190104,127.93,91.8871
190105,129.23,96.4969
190106,128.36,94.9039
190107,127.48,93.354
190108,126.61,91.8438
190109,127.84,96.5388
190110,126.99,94.9167
190111,126.15,93.3388
190112,125.3,91.8015
190113,126.45,96.5794
190114,125.63,94.9291
190115,124.81,93.324
190116,123.99,91.7604
190117,125.06,96.6188
190118,124.26,94.941
190119,123.47,93.3096
190120,122.68,91.7204
190121,123.66,96.6568
190122,122.9,94.9524
190123,122.13,93.2954
190124,121.37,91.6816
190125,122.27,96.6935
190126,121.53,94.9634
190127,120.79,93.2817
190128,120.06,91.6439
190129,120.87,96.7289
190130,120.16,94.9738
190131,119.46,93.2683
190132,118.75,91.6075
190133,119.47,96.7628
190134,118.8,94.9838
190135,118.12,93.2552
190136,117.44,91.5722
190137,118.08,96.7954
190138,117.43,94.9933
190139,116.78,93.2426
190140,116.13,91.5382
190141,116.68,96.8266
190142,116.06,95.0022
190143,115.44,93.2303
190144,114.83,91.5054
190145,115.28,96.8563
190146,114.69,95.0107
190147,114.11,93.2184
190148,113.52,91.4739
190149,113.88,96.8846
190150,113.33,95.0186
190151,112.77,93.2069
190152,112.21,91.4437
190153,112.48,96.9114
190154,111.96,95.026
190155,111.43,93.1957
190156,110.91,91.4147
190157,111.09,96.9368
190158,110.59,95.0329
190159,110.1,93.185
190160,109.6,91.387
190161,109.69,96.9606
190162,109.22,95.0392
190163,108.76,93.1747
190164,108.3,91.3607
190165,108.29,96.9829
190166,107.86,95.045
190167,107.42,93.1648
190168,106.99,91.3357
190169,106.88,97.0037
190170,106.49,95.0503
190171,106.09,93.1553
190172,105.69,91.312
190173,105.48,97.023
190174,105.12,95.055
190175,104.75,93.1462
190176,104.38,91.2896
190177,104.08,97.0407
190178,103.75,95.0592
190179,103.42,93.1375
190180,103.08,91.2686
190181,102.68,97.0568
190182,102.38,95.0628
190183,102.08,93.1292
190184,101.78,91.2489
190185,101.28,97.0714
190186,101.01,95.0659
190187,100.75,93.1214
190188,100.47,91.2307
190189,99.877,97.0844
190190,99.646,95.0684
190191,99.411,93.114
190192,99.171,91.2138
190193,98.475,97.0958
190194,98.277,95.0703
190195,98.075,93.107
190196,97.869,91.1982
190197,97.073,97.1056
190198,96.909,95.0717
190199,96.74,93.1004
190200,96.567,91.1841
190201,95.67,97.1138
190202,95.54,95.0725
190203,95.405,93.0943
190204,95.264,91.1714
190205,94.268,97.1204
190206,94.171,95.0728
190207,94.069,93.0886
190208,93.962,91.16
190209,92.865,97.1254
190210,92.803,95.0725
190211,92.734,93.0834
190212,92.66,91.1501
190213,91.462,97.1288
190214,91.434,95.0716
190215,91.399,93.0785
190216,91.359,91.1415
190217,90.06,97.1305
190218,90.065,95.0701
190219,90.064,93.0741
190220,90.057,91.1344
190221,88.657,97.1306
190222,88.696,95.0681
190223,88.729,93.0702
190224,88.755,91.1287
190225,87.254,97.1291
190226,87.327,95.0655
190227,87.393,93.0667
190228,87.453,91.1244
190229,85.851,97.1259
190230,85.959,95.0624
190231,86.058,93.0636
190232,86.152,91.1215
190233,84.449,97.1212
190234,84.59,95.0586
190235,84.723,93.061
190236,84.85,91.12
190237,83.046,97.1147
190238,83.221,95.0543
190239,83.388,93.0588
190240,83.548,91.1199
190241,81.644,97.1067
190242,81.853,95.0494
190243,82.053,93.057
190244,82.246,91.1212
190245,80.241,97.0971
190246,80.484,95.044
190247,80.718,93.0557
190248,80.944,91.124
190249,78.839,97.0858
190250,79.116,95.038
190251,79.382,93.0548
190252,79.641,91.1281
190253,77.438,97.0729
190254,77.747,95.0314
190255,78.047,93.0544
190256,78.339,91.1336
190257,76.036,97.0584
190258,76.379,95.0242
190259,76.711,93.0543
190260,77.036,91.1405
190261,74.635,97.0423
190262,75.011,95.0165
190263,75.376,93.0547
190264,75.733,91.1489
190265,73.234,97.0245
190266,73.642,95.0083
190267,74.04,93.0556
190268,74.43,91.1585
190269,71.833,97.0053
190270,72.274,94.9994
190271,72.705,93.0568
190272,73.126,91.1696
190273,70.433,96.9844
190274,70.907,94.99
190275,71.369,93.0585
190276,71.822,91.182
190277,69.033,96.9619
190278,69.539,94.9801
190279,70.033,93.0606
190280,70.518,91.1958
190281,67.634,96.9379
190282,68.171,94.9696
190283,68.697,93.0631
190284,69.213,91.211
190285,66.235,96.9124
190286,66.804,94.9586
190287,67.361,93.0661
190288,67.908,91.2275
190289,64.836,96.8853
190290,65.436,94.947
190291,66.025,93.0694
190292,66.603,91.2453
190293,63.438,96.8566
190294,64.069,94.9349
190295,64.688,93.0732
190296,65.297,91.2644
190297,62.041,96.8265
190298,62.702,94.9222
190299,63.351,93.0773
190300,63.99,91.2849
190301,60.644,96.7949
190302,61.336,94.9091
190303,62.015,93.0819
190304,62.684,91.3066
190305,59.248,96.7618
190306,59.969,94.8954
190307,60.678,93.0869
190308,61.376,91.3297
190309,57.852,96.7272
190310,58.603,94.8811
190311,59.341,93.0922
190312,60.068,91.354
190313,56.457,96.6912
190314,57.237,94.8664
190315,58.003,93.0979
190316,58.76,91.3795
190317,55.062,96.6538
190318,55.871,94.8512
190319,56.666,93.104
190320,57.451,91.4063
190321,53.668,96.6149
190322,54.505,94.8354
190323,55.328,93.1105
190324,56.141,91.4344
190325,52.275,96.5747
190326,53.139,94.8192
190327,53.99,93.1174
190328,54.83,91.4636
190329,50.883,96.533
190330,51.774,94.8024
190331,52.652,93.1246
190332,53.519,91.4941
190333,49.491,96.4901
190334,50.409,94.7852
190335,51.314,93.1322
190336,52.208,91.5257
190337,48.101,96.4458
190338,49.044,94.7675
190339,49.975,93.1401
190340,50.895,91.5585
190341,46.71,96.4002
190342,47.68,94.7493
190343,48.637,93.1484
190344,49.582,91.5924
190345,45.321,96.3533
190346,46.316,94.7307
190347,47.297,93.157
190348,48.268,91.6275
190349,43.933,96.3051
190350,44.952,94.7116
190351,45.958,93.1659
190352,46.953,91.6636
190353,42.545,96.2557
190354,43.588,94.6921
190355,44.619,93.1752
190356,45.638,91.7009
190357,41.158,96.2051
190358,42.225,94.6721
190359,43.279,93.1848
190360,44.321,91.7392
190361,39.773,96.1533
190362,40.862,94.6517
190363,41.939,93.1947
190364,43.004,91.7785
190365,38.388,96.1004
190366,39.499,94.6308
190367,40.598,93.2049
190368,41.686,91.8189
190369,37.004,96.0463
190370,38.137,94.6096
190371,39.258,93.2154
190372,40.367,91.8603
190373,35.621,95.9911
190374,36.775,94.5879
190375,37.917,93.2261
190376,39.048,91.9026
190377,34.238,95.9348
190378,35.413,94.5658
190379,36.575,93.2372
190380,37.727,91.9459
190381,32.857,95.8774
190382,34.052,94.5434
190383,35.234,93.2485
190384,36.405,91.9902
190385,31.477,95.8191
190386,32.691,94.5205
190387,33.892,93.2601
190388,35.083,92.0353
190389,30.098,95.7597
190390,31.33,94.4973
190391,32.55,93.272
190392,33.759,92.0813
190393,28.72,95.6993
190394,29.969,94.4737
190395,31.207,93.2841
190396,32.435,92.1282
190397,27.343,95.6381
190398,28.609,94.4498
190399,29.865,93.2964
190400,31.109,92.1759
190401,25.967,95.5759
190402,27.25,94.4255
190403,28.521,93.309
190404,29.783,92.2244
190405,24.592,95.5128
190406,25.89,94.4009
190407,27.178,93.3218
190408,28.455,92.2737
190409,23.218,95.4489
190410,24.531,94.3759
190411,25.834,93.3348
190412,27.127,92.3238
190413,21.845,95.3842
190414,23.173,94.3506
190415,24.49,93.348
190416,25.797,92.3746
190417,20.474,95.3186
190418,21.815,94.3251
190419,23.146,93.3613
190420,24.466,92.426
190421,19.103,95.2524
190422,20.457,94.2992
190423,21.801,93.3749
190424,23.135,92.4782
190425,17.734,95.1854
190426,19.099,94.273
190427,20.456,93.3886
190428,21.802,92.531
190429,16.365,95.1177
190430,17.742,94.2466
190431,19.11,93.4025
190432,20.468,92.5844
190433,14.998,95.0494
190434,16.386,94.2199
190435,17.764,93.4166
190436,19.133,92.6383
190437,13.632,94.9804
190438,15.029,94.193
190439,16.418,93.4308
190440,17.797,92.6929
190441,12.267,94.9109
190442,13.673,94.1658
190443,15.071,93.4451
190444,16.46,92.7479
190445,10.904,94.8407
190446,12.318,94.1384
190447,13.724,93.4595
190448,15.122,92.8035
190449,9.5411,94.7701
190450,10.963,94.1107
190451,12.377,93.4741
190452,13.782,92.8595
190453,8.1797,94.699
190454,9.6082,94.0828
190455,11.029,93.4887
190456,12.441,92.916
190457,6.8196,94.6274
190458,8.254,94.0548
190459,9.681,93.5034
190460,11.1,92.9728
190461,5.4606,94.5554
190462,6.9001,94.0265
190463,8.3325,93.5183
190464,9.7567,93.03
190465,4.1028,94.483
190466,5.5467,93.9981
190467,6.9836,93.5331
190468,8.4126,93.0876
190469,2.7462,94.4103
190470,4.1936,93.9695
190471,5.6344,93.5481
190472,7.0674,93.1455
190473,1.3908,94.3372
190474,2.841,93.9408
190475,4.2848,93.5631
190476,5.721,93.2036
190477,0.036659,94.2639
190478,1.4888,93.9119
190479,2.9348,93.5781
190480,4.3734,93.262
190481,358.68,94.1903
190482,0.13696,93.8829
190483,1.5844,93.5931
190484,3.0246,93.3206
190485,357.33,94.1165
190486,358.79,93.8537
190487,0.23361,93.6082
190488,1.6746,93.3794
190489,355.98,94.0425
190490,357.43,93.8245
190491,358.88,93.6232
190492,0.32351,93.4384
190493,354.63,93.9683
190494,356.08,93.7951
190495,357.53,93.6383
190496,358.97,93.4974
190497,353.28,93.8941
190498,354.73,93.7657
190499,356.18,93.6533
190500,357.62,93.5565
190501,351.94,93.8197
190502,353.38,93.7362
190503,354.83,93.6683
190504,356.26,93.6157
190505,350.59,93.7453
190506,352.03,93.7066
190507,353.47,93.6833
190508,354.91,93.6749
190509,349.25,93.671
190510,350.69,93.677
190511,352.12,93.6982
190512,353.55,93.7341
190513,347.9,93.5966
190514,349.34,93.6473
190515,350.77,93.713
190516,352.19,93.7932
190517,346.56,93.5223
190518,347.99,93.6176
190519,349.41,93.7277
190520,350.83,93.8523
190521,345.22,93.4481
190522,346.64,93.5879
190523,348.06,93.7424
190524,349.47,93.9112
190525,343.88,93.374
190526,345.29,93.5582
190527,346.71,93.757
190528,348.11,93.97
190529,342.54,93.3
190530,343.95,93.5284
190531,345.35,93.7714
190532,346.75,94.0286
190533,341.2,93.2263
190534,342.6,93.4987
190535,343.99,93.7858
190536,345.38,94.087
190537,339.87,93.1528
190538,341.26,93.469
190539,342.64,93.8
190540,344.02,94.1451
190541,338.53,93.0795
190542,339.91,93.4394
190543,341.28,93.8141
190544,342.65,94.2029
190545,337.2,93.0066
190546,338.56,93.4098
190547,339.93,93.828
190548,341.28,94.2605
190549,335.87,92.9339
190550,337.22,93.3803
190551,338.57,93.8417
190552,339.92,94.3176
190553,334.53,92.8616
190554,335.87,93.3508
190555,337.21,93.8553
190556,338.55,94.3745
190557,333.2,92.7897
190558,334.53,93.3214
190559,335.86,93.8687
190560,337.17,94.4308
190561,331.87,92.7183
190562,333.19,93.2922
190563,334.5,93.8818
190564,335.8,94.4868
190565,330.54,92.6472
190566,331.84,93.263
190567,333.14,93.8948
190568,334.43,94.5422
190569,329.22,92.5767
190570,330.5,93.2339
190571,331.78,93.9076
190572,333.06,94.5972
190573,327.89,92.5067
190574,329.16,93.205
190575,330.42,93.9201
190576,331.68,94.6516
190577,326.57,92.4372
190578,327.82,93.1761
190579,329.06,93.9324
190580,330.3,94.7054
190581,325.24,92.3683
190582,326.47,93.1475
190583,327.7,93.9444
190584,328.93,94.7586
190585,323.92,92.3
190586,325.13,93.119
190587,326.34,93.9562
190588,327.55,94.8112
190589,322.6,92.2323
190590,323.79,93.0906
190591,324.98,93.9677
190592,326.17,94.8631
190593,321.27,92.1653
190594,322.45,93.0625
190595,323.62,93.9789
190596,324.79,94.9143
190597,319.95,92.0989
190598,321.11,93.0345
190599,322.26,93.9898
190600,323.41,94.9648
190601,318.64,92.0333
190602,319.77,93.0067
190603,320.9,94.0005
190604,322.03,95.0145
190605,317.32,91.9685
190606,318.43,92.9791
190607,319.54,94.0108
190608,320.64,95.0634
190609,316,91.9044
190610,317.09,92.9517
190611,318.18,94.0208
190612,319.26,95.1115
190613,314.68,91.8411
190614,315.75,92.9246
190615,316.82,94.0304
190616,317.87,95.1587
190617,313.37,91.7786
190618,314.41,92.8977
190619,315.45,94.0398
190620,316.49,95.205
190621,312.05,91.717
190622,313.08,92.871
190623,314.09,94.0488
190624,315.1,95.2505
190625,310.74,91.6563
190626,311.74,92.8446
190627,312.73,94.0574
190628,313.71,95.295
190629,309.43,91.5964
190630,310.4,92.8184
190631,311.37,94.0656
190632,312.32,95.3385
190633,308.11,91.5375
190634,309.06,92.7925
190635,310,94.0735
190636,310.93,95.381
190637,306.8,91.4796
190638,307.72,92.7669
190639,308.64,94.081
190640,309.54,95.4225
190641,305.49,91.4226
190642,306.39,92.7416
190643,307.27,94.0881
190644,308.15,95.463
190645,304.18,91.3666
190646,305.05,92.7166
190647,305.91,94.0948
190648,306.76,95.5023
190649,302.87,91.3116
190650,303.71,92.6918
190651,304.55,94.1011
190652,305.37,95.5406
190653,301.57,91.2577
190654,302.38,92.6674
190655,303.18,94.107
190656,303.98,95.5778
190657,300.26,91.2048
190658,301.04,92.6433
190659,301.82,94.1124
190660,302.58,95.6138
190661,298.95,91.1531
190662,299.71,92.6195
